EmployeeNumber,Gender,Education,EducationField,Department,JobRole,JobLevel,PerformanceRating,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,EnvironmentSatisfaction,BusinessTravel,OverTime,WorkLifeBalance,MaritalStatus,StockOptionLevel,Age,DistanceFromHome,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
2681,Male,Master,Medical,Research & Development,Laboratory Technician,L1,High,High,High,High,Very High,Travel Frequently,Frequently,Good,Single,L0,28,1,2154,791,44,6842,0,11,5,2,4,2,0,2,No
2682,Male,Master,Life Sciences,Sales,Sales Executive,L2,Medium,Medium,Medium,Very High,Low,Travel Rarely,Frequently,Best,Married,L2,39,21,6120,1498,44,3567,3,12,8,2,5,4,1,4,No
2683,Male,Master,Life Sciences,Sales,Sales Representative,L1,Medium,Medium,Medium,Medium,High,Travel Rarely,Never,Better,Single,L0,36,9,3407,1218,82,6986,7,23,10,4,5,3,0,3,Yes
2684,Female,College,Marketing,Sales,Sales Representative,L1,High,High,High,Very High,Medium,Travel Rarely,Frequently,Good,Single,L0,41,20,3140,1356,70,21728,1,22,4,5,4,3,0,2,Yes
2685,Female,Below College,Life Sciences,Research & Development,Laboratory Technician,L1,High,High,High,Very High,High,Travel Rarely,Frequently,Good,Married,L0,28,12,2515,1485,79,22955,1,11,1,4,1,1,0,0,Yes
2686,Female,Below College,Life Sciences,Research & Development,Laboratory Technician,L1,High,High,High,Low,High,Travel Frequently,Never,Better,Married,L1,39,8,3755,443,48,17872,1,11,8,3,8,3,0,7,No
2687,Female,Doctor,Medical,Research & Development,Laboratory Technician,L2,Low,Low,Low,Low,High,Travel Rarely,Frequently,Better,Single,L0,45,5,5769,1015,50,23447,1,14,10,3,10,7,1,4,No
2688,Male,Master,Marketing,Sales,Sales Executive,L3,Medium,Medium,Medium,High,Very High,Travel Rarely,Frequently,Better,Single,L0,40,25,9094,299,57,17235,2,12,9,2,5,4,1,0,Yes
2689,Female,Bachelor,Life Sciences,Sales,Sales Representative,L1,Medium,Medium,Medium,High,High,Travel Frequently,Never,Best,Single,L0,31,2,2785,703,90,11882,7,14,3,3,1,0,0,0,Yes
2690,Male,Master,Marketing,Sales,Sales Executive,L4,High,High,High,Low,Medium,Travel Rarely,Never,Better,Single,L0,39,15,13341,119,77,25098,0,12,21,3,20,8,11,10,No
2691,Male,Bachelor,Life Sciences,Research & Development,Healthcare Representative,L3,High,High,High,High,Very High,Travel Frequently,Frequently,Bad,Married,L1,42,2,10124,288,40,18611,2,14,24,3,20,8,13,9,No
2692,Male,Bachelor,Life Sciences,Sales,Sales Representative,L1,Medium,Medium,Medium,Low,Low,Travel Rarely,Never,Good,Single,L0,38,1,2858,1404,59,11473,4,14,20,3,1,0,0,0,No
2693,Male,Bachelor,Other,Sales,Sales Executive,L2,High,High,High,High,Very High,Travel Rarely,Never,Better,Single,L0,34,2,6274,304,60,18686,1,22,6,5,6,5,1,4,No
2694,Male,College,Medical,Research & Development,Manufacturing Director,L2,High,High,High,High,Medium,Travel Never,Never,Better,Divorced,L1,35,2,5762,1180,90,24442,2,14,15,6,7,7,1,7,No
2695,Male,Bachelor,Medical,Research & Development,Laboratory Technician,L1,High,High,High,High,Low,Travel Rarely,Never,Better,Married,L1,25,3,4031,688,91,9396,5,13,6,5,2,2,0,2,Yes
2696,Male,Below College,Life Sciences,Sales,Sales Representative,L1,Low,Low,Low,Very High,High,Travel Frequently,Frequently,Better,Single,L0,25,24,1118,599,73,8040,1,14,1,4,1,0,1,0,Yes
2697,Female,Master,Life Sciences,Sales,Sales Executive,L2,High,High,High,High,High,Travel Rarely,Never,Better,Divorced,L1,48,16,6439,492,96,13693,8,14,18,2,8,7,7,7,No
2698,Female,Bachelor,Life Sciences,Research & Development,Manufacturing Director,L3,Medium,Medium,Medium,Very High,Low,Travel Rarely,Never,Better,Married,L2,40,15,10435,884,80,25800,1,13,18,2,18,15,14,12,No
2699,Male,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L1,High,High,High,High,Low,Travel Rarely,Never,Best,Married,L0,44,3,2362,935,89,14669,4,12,10,4,3,2,1,2,Yes
2700,Female,Master,Medical,Sales,Sales Executive,L2,Medium,Medium,Medium,High,Low,Travel Rarely,Frequently,Best,Single,L0,34,24,4599,790,40,7815,0,23,16,2,15,9,10,10,Yes
2701,Female,Master,Life Sciences,Sales,Sales Representative,L1,Medium,Medium,Medium,Low,Medium,Travel Rarely,Never,Better,Married,L2,35,28,2430,1402,98,26204,0,23,6,5,5,3,4,2,No
2702,Male,Master,Marketing,Sales,Sales Executive,L3,Medium,Medium,Medium,Medium,Low,Travel Rarely,Never,Good,Divorced,L1,40,10,9705,658,67,20652,2,12,11,2,1,0,0,0,No
2703,Female,College,Life Sciences,Sales,Sales Executive,L2,High,High,High,Low,Medium,Travel Rarely,Frequently,Bad,Single,L0,41,1,5993,1102,94,19479,8,11,8,0,6,4,0,5,Yes
2704,Male,Master,Life Sciences,Research & Development,Laboratory Technician,L1,High,High,High,Low,Very High,Travel Rarely,Never,Better,Single,L0,32,2,1393,1259,95,24852,1,12,1,2,1,0,0,0,Yes
2705,Male,Master,Technical Degree,Research & Development,Laboratory Technician,L1,High,High,High,High,High,Travel Rarely,Frequently,Good,Single,L0,28,5,3441,1434,50,11179,1,13,2,3,2,2,2,2,Yes
2706,Male,Master,Life Sciences,Research & Development,Healthcare Representative,L3,High,High,High,Medium,High,Travel Rarely,Never,Better,Divorced,L2,49,7,10466,1490,35,20948,3,14,29,3,8,7,0,7,No
2707,Female,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L1,Medium,Medium,Medium,Low,High,Travel Rarely,Never,Good,Single,L0,21,10,1416,1334,36,17258,1,13,1,6,1,0,1,0,Yes
2708,Female,Bachelor,Technical Degree,Research & Development,Healthcare Representative,L3,Medium,Medium,Medium,Very High,High,Travel Rarely,Frequently,Better,Divorced,L1,58,5,10552,1272,37,9255,2,13,24,3,6,0,0,4,No
2709,Female,Below College,Marketing,Sales,Manager,L5,Low,Low,Low,Very High,Low,Travel Rarely,Never,Better,Married,L1,52,2,19845,266,57,25846,1,15,33,3,32,14,6,9,Yes
2710,Female,Doctor,Technical Degree,Research & Development,Research Scientist,L1,Medium,Medium,Medium,Medium,High,Travel Rarely,Never,Best,Married,L0,29,25,2546,408,71,18300,5,16,6,2,2,2,1,1,Yes
2711,Female,Master,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,Low,Medium,Travel Rarely,Frequently,Better,Married,L3,56,14,4963,441,72,4510,9,18,7,2,5,4,4,3,Yes
2712,Female,College,Life Sciences,Sales,Sales Executive,L2,High,High,High,Low,Low,Travel Rarely,Never,Better,Single,L0,24,3,4577,693,65,24785,9,14,4,3,2,2,2,0,Yes
2713,Female,Doctor,Marketing,Sales,Sales Executive,L2,High,High,High,High,Medium,Travel Rarely,Frequently,Good,Divorced,L1,44,1,5454,1488,75,4009,5,21,9,2,4,3,1,3,No
2714,Female,College,Marketing,Sales,Sales Executive,L2,High,High,High,Very High,Very High,Travel Rarely,Frequently,Better,Single,L0,28,13,9854,1475,84,23352,3,11,6,0,2,0,2,2,Yes
2715,Male,Bachelor,Medical,Research & Development,Research Scientist,L2,High,High,High,High,Very High,Travel Rarely,Never,Good,Divorced,L2,32,2,5470,977,45,25518,0,13,10,4,9,5,1,6,No
2716,Female,Master,Technical Degree,Human Resources,Human Resources,L1,High,High,High,Very High,Low,Travel Rarely,Never,Better,Married,L0,34,9,2742,1107,52,3072,1,15,2,0,2,2,2,2,Yes
2717,Male,Bachelor,Medical,Research & Development,Research Scientist,L2,High,High,High,Low,Low,Travel Rarely,Never,Better,Married,L0,37,13,4285,674,47,3031,1,17,10,2,10,8,3,7,No
2718,Female,Bachelor,Life Sciences,Research & Development,Research Director,L3,Very High,Very High,Very High,Low,High,Travel Rarely,Frequently,Better,Married,L1,37,10,13744,161,42,15471,1,25,16,2,16,11,6,8,No
2719,Female,Below College,Other,Research & Development,Healthcare Representative,L2,Low,Low,Low,High,High,Travel Rarely,Never,Better,Married,L1,29,8,9715,441,39,7288,3,13,9,3,7,7,0,7,No
2720,Female,College,Life Sciences,Research & Development,Laboratory Technician,L1,Medium,Medium,Medium,High,Low,Travel Frequently,Never,Bad,Single,L0,21,10,2625,251,45,25308,1,20,2,2,2,2,2,2,Yes
2721,Male,Master,Life Sciences,Sales,Sales Executive,L2,High,High,High,Very High,Medium,Travel Frequently,Never,Better,Divorced,L2,50,1,6728,878,94,14255,7,12,12,3,6,3,0,1,Yes
2722,Male,Master,Medical,Research & Development,Laboratory Technician,L1,High,High,High,Very High,Low,Travel Rarely,Frequently,Better,Divorced,L1,26,16,2373,1449,45,14180,2,13,5,2,3,2,0,2,Yes
2723,Male,Master,Medical,Sales,Sales Executive,L2,High,High,High,High,Very High,Travel Rarely,Never,Better,Divorced,L2,33,2,5505,392,93,3921,1,14,6,5,6,2,0,4,No
2724,Male,Below College,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,Medium,Medium,Travel Rarely,Never,Good,Married,L1,30,16,2862,793,33,3811,1,12,10,2,10,0,0,8,No
2725,Female,Master,Medical,Research & Development,Manager,L4,High,High,High,Low,Medium,Travel Frequently,Never,Better,Divorced,L1,54,11,16032,1050,87,24456,3,20,26,2,14,9,1,12,No
2726,Male,Bachelor,Technical Degree,Research & Development,Research Scientist,L1,Medium,Medium,Medium,Very High,Low,Travel Rarely,Never,Better,Divorced,L1,55,22,3537,1441,94,23737,5,12,8,1,4,2,1,2,No
2727,Male,Bachelor,Medical,Research & Development,Manufacturing Director,L3,High,High,High,Medium,Low,Travel Frequently,Never,Better,Divorced,L2,37,10,10048,504,61,22573,6,11,17,5,1,0,0,0,Yes
2728,Female,Bachelor,Marketing,Sales,Sales Representative,L1,High,High,High,Medium,Very High,Travel Rarely,Frequently,Better,Single,L0,33,5,2851,350,34,9150,1,13,1,2,1,0,0,0,Yes
2729,Male,Master,Medical,Research & Development,Research Scientist,L2,Medium,Medium,Medium,Low,High,Travel Rarely,Never,Good,Married,L0,52,8,4941,723,85,17747,2,15,11,3,8,2,7,7,Yes
2730,Female,Master,Life Sciences,Research & Development,Research Scientist,L2,High,High,High,Very High,Very High,Travel Frequently,Never,Good,Single,L0,54,20,4869,928,31,16885,3,12,20,4,4,3,0,3,No
2731,Male,College,Life Sciences,Sales,Sales Executive,L2,High,High,High,Low,Medium,Travel Frequently,Never,Good,Single,L0,29,2,4554,442,44,20260,1,18,10,3,10,7,0,9,No
2732,Male,Bachelor,Technical Degree,Sales,Sales Executive,L2,Medium,Medium,Medium,High,Very High,Travel Rarely,Never,Good,Single,L0,26,8,5326,1146,38,3064,6,17,6,2,4,3,1,2,Yes
2733,Male,College,Medical,Research & Development,Research Scientist,L1,High,High,High,Very High,High,Travel Never,Frequently,Best,Divorced,L1,31,3,3065,976,48,3995,1,13,4,3,4,2,2,3,No
2734,Male,Bachelor,Medical,Research & Development,Manager,L5,High,High,High,Very High,Very High,Travel Rarely,Frequently,Better,Married,L1,55,2,19859,725,78,21199,5,13,24,2,5,2,1,4,Yes
2735,Male,Below College,Marketing,Sales,Sales Executive,L2,High,High,High,Low,High,Travel Rarely,Frequently,Good,Married,L3,32,2,4078,499,36,20497,0,13,4,3,3,2,1,2,No
2736,Female,Bachelor,Medical,Research & Development,Research Scientist,L1,High,High,High,High,High,Travel Rarely,Never,Better,Married,L1,28,1,3591,1217,67,12719,1,25,3,3,3,2,1,2,No
2737,Male,Master,Medical,Sales,Sales Executive,L3,High,High,High,High,Very High,Travel Rarely,Never,Good,Divorced,L1,34,13,8628,1239,39,22914,1,18,9,2,8,7,1,1,No
2738,Male,Bachelor,Medical,Research & Development,Manager,L5,High,High,High,High,Very High,Travel Rarely,Frequently,Better,Single,L0,55,1,19045,452,81,18938,0,14,37,2,36,10,4,13,No
2739,Female,Bachelor,Medical,Research & Development,Laboratory Technician,L1,High,High,High,Low,Medium,Travel Frequently,Never,Better,Single,L0,30,5,2422,109,60,25725,0,17,4,3,3,2,1,2,Yes
2740,Female,Bachelor,Technical Degree,Sales,Sales Executive,L2,High,High,High,Low,Low,Travel Frequently,Never,Bad,Single,L0,29,13,5765,115,51,17485,5,11,7,4,5,3,0,0,Yes
2741,Male,Master,Life Sciences,Research & Development,Manufacturing Director,L3,Low,Low,Low,Very High,Low,Travel Frequently,Never,Better,Single,L0,51,8,10650,1150,53,25150,2,15,18,2,4,2,0,3,Yes
2742,Female,Below College,Medical,Sales,Sales Executive,L2,High,High,High,High,Very High,Travel Rarely,Frequently,Better,Married,L2,24,4,4162,1476,42,15211,1,12,5,3,5,4,0,3,No
2743,Male,Master,Marketing,Sales,Sales Executive,L2,Low,Low,Low,Low,Very High,Travel Never,Never,Good,Divorced,L1,36,15,5406,301,88,10436,1,24,15,4,15,12,11,11,No
2744,Female,Doctor,Life Sciences,Research & Development,Manufacturing Director,L3,Very High,Very High,Very High,Low,High,Travel Frequently,Never,Better,Single,L0,31,1,7446,1445,100,8931,1,11,10,2,10,8,4,7,Yes
2745,Male,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L1,High,High,High,Medium,Low,Travel Rarely,Frequently,Bad,Single,L0,40,7,2166,1329,73,3339,3,14,10,3,4,2,0,3,Yes
2746,Male,Master,Other,Research & Development,Research Scientist,L1,High,High,High,High,Very High,Travel Rarely,Frequently,Good,Single,L0,33,1,2686,527,63,5207,1,13,10,2,10,9,7,8,Yes
2747,Female,Master,Marketing,Sales,Sales Executive,L2,Medium,Medium,Medium,Low,Low,Travel Rarely,Never,Better,Married,L2,31,29,5468,196,91,13402,1,14,13,3,12,7,5,7,No
2748,Female,Bachelor,Life Sciences,Research & Development,Research Director,L4,Medium,Medium,Medium,Medium,Very High,Travel Rarely,Never,Good,Divorced,L2,29,1,16124,694,87,3423,3,14,9,2,7,7,1,7,No
2749,Female,Bachelor,Human Resources,Human Resources,Human Resources,L1,Medium,Medium,Medium,High,High,Travel Frequently,Never,Good,Divorced,L1,30,8,2180,600,66,9732,6,11,6,0,4,2,1,2,Yes
2750,Male,Bachelor,Technical Degree,Research & Development,Research Scientist,L2,High,High,High,Very High,Very High,Travel Never,Never,Good,Divorced,L2,33,4,3055,775,90,6194,5,15,11,2,9,8,1,7,No
2751,Female,Bachelor,Medical,Research & Development,Research Scientist,L1,Medium,Medium,Medium,Low,Very High,Travel Rarely,Frequently,Better,Single,L0,20,11,2600,1097,98,18275,1,15,1,2,1,0,0,0,Yes
2752,Female,College,Life Sciences,Sales,Sales Executive,L2,High,High,High,Low,High,Travel Rarely,Frequently,Best,Divorced,L1,45,4,5006,1268,30,6319,4,11,9,3,5,4,0,3,No
2753,Female,Below College,Life Sciences,Research & Development,Manufacturing Director,L4,Medium,Medium,Medium,High,Very High,Travel Rarely,Never,Better,Married,L1,39,1,12742,466,65,7060,1,16,21,3,21,6,11,8,No
2754,Female,Bachelor,Medical,Sales,Sales Representative,L1,Very High,Very High,Very High,Medium,High,Travel Rarely,Never,Better,Married,L1,27,11,2534,1291,98,6527,8,14,5,4,1,0,0,0,No
2755,Male,Master,Marketing,Sales,Sales Executive,L2,Very High,Very High,Very High,Very High,Medium,Travel Rarely,Never,Good,Divorced,L1,34,1,9725,216,75,12278,0,11,16,2,15,1,0,9,No
2756,Male,Master,Medical,Research & Development,Research Scientist,L1,High,High,High,Medium,Low,Travel Rarely,Frequently,Best,Married,L3,29,1,4787,1092,36,26124,9,14,4,3,2,2,2,2,Yes
2757,Male,Bachelor,Medical,Research & Development,Manufacturing Director,L2,High,High,High,Medium,Medium,Travel Never,Never,Better,Single,L0,31,5,9936,325,74,3787,0,19,10,2,9,4,1,7,No
2758,Male,Master,Technical Degree,Research & Development,Research Scientist,L2,High,High,High,High,High,Travel Never,Never,Best,Married,L1,47,14,5467,1169,64,2125,8,18,16,4,8,7,1,7,No
2759,Male,Below College,Marketing,Sales,Sales Executive,L2,High,High,High,Low,High,Travel Rarely,Frequently,Good,Married,L3,32,2,4078,499,36,20497,0,13,4,3,3,2,1,2,No
2760,Male,Bachelor,Life Sciences,Research & Development,Manufacturing Director,L3,Medium,Medium,Medium,Medium,Very High,Travel Frequently,Never,Better,Single,L0,38,23,9526,216,44,8787,0,21,10,2,9,7,1,8,No
2761,Male,Master,Other,Research & Development,Research Scientist,L1,High,High,High,High,Very High,Travel Frequently,Never,Better,Divorced,L2,34,1,2996,560,91,20284,5,14,10,2,4,3,1,3,No
2762,Male,Below College,Medical,Research & Development,Research Scientist,L1,Medium,Medium,Medium,High,High,Travel Rarely,Frequently,Good,Single,L0,29,18,2389,896,86,14961,1,13,4,3,4,3,0,1,Yes
2763,Male,Master,Other,Research & Development,Laboratory Technician,L1,Medium,Medium,Medium,Very High,High,Travel Rarely,Frequently,Bad,Divorced,L1,35,14,3743,622,39,10074,1,24,5,2,4,2,0,2,Yes
2764,Male,Below College,Life Sciences,Research & Development,Laboratory Technician,L1,Medium,Medium,Medium,Very High,Very High,Travel Frequently,Frequently,Good,Divorced,L1,58,2,2380,781,57,13384,9,14,3,3,1,0,0,0,Yes
2765,Male,Master,Marketing,Sales,Sales Executive,L3,High,High,High,Low,Low,Travel Rarely,Never,Better,Married,L3,31,16,8161,1079,70,19002,2,13,10,2,1,0,0,0,Yes
2766,Female,Master,Life Sciences,Research & Development,Laboratory Technician,L1,Very High,Very High,Very High,High,High,Travel Rarely,Never,Better,Single,L0,36,16,2743,885,43,8269,1,16,18,1,17,13,15,14,Yes
2767,Female,College,Marketing,Sales,Sales Representative,L1,Low,Low,Low,Very High,Very High,Travel Frequently,Never,Good,Divorced,L1,34,6,2351,296,33,12253,0,16,3,3,2,2,1,0,Yes
2768,Female,College,Life Sciences,Sales,Sales Executive,L2,High,High,High,Low,Medium,Travel Rarely,Frequently,Bad,Single,L0,41,1,5993,1102,94,19479,8,11,8,0,6,4,0,5,Yes
2769,Male,Master,Marketing,Sales,Sales Executive,L4,Very High,Very High,Very High,High,Low,Travel Rarely,Frequently,Good,Single,L0,55,13,13695,267,85,9277,6,17,24,2,19,7,3,8,Yes
2770,Male,Doctor,Life Sciences,Research & Development,Research Director,L5,High,High,High,Medium,Very High,Travel Rarely,Never,Better,Married,L1,47,5,18300,1482,42,16375,4,11,21,2,3,2,1,1,No
2771,Male,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L2,High,High,High,Very High,Very High,Travel Rarely,Never,Better,Single,L0,53,6,2450,346,86,10919,2,17,19,4,2,2,2,2,No
2772,Female,Master,Medical,Sales,Sales Executive,L2,Medium,Medium,Medium,High,Low,Travel Rarely,Frequently,Best,Single,L0,34,24,4599,790,40,7815,0,23,16,2,15,9,10,10,Yes
2773,Female,Bachelor,Medical,Research & Development,Healthcare Representative,L2,High,High,High,High,High,Travel Rarely,Never,Better,Married,L1,38,10,9824,1495,76,22174,3,19,18,4,1,0,0,0,No
2774,Female,College,Medical,Research & Development,Healthcare Representative,L2,High,High,High,Very High,Very High,Travel Rarely,Never,Best,Married,L1,46,21,8926,261,66,10842,4,22,13,2,9,7,3,7,Yes
2775,Female,Bachelor,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,Low,Very High,Travel Frequently,Never,Bad,Single,L0,31,3,4084,561,33,4156,1,12,7,2,7,2,7,7,Yes
2776,Female,Master,Life Sciences,Research & Development,Laboratory Technician,L1,Very High,Very High,Very High,High,High,Travel Rarely,Never,Better,Single,L0,36,16,2743,885,43,8269,1,16,18,1,17,13,15,14,Yes
2777,Male,Master,Life Sciences,Research & Development,Manufacturing Director,L2,High,High,High,Low,Low,Travel Never,Never,Better,Single,L0,36,18,7779,217,78,23238,2,20,18,0,11,9,0,9,No
2778,Male,Below College,Marketing,Sales,Sales Representative,L1,High,High,High,Medium,Medium,Travel Rarely,Never,Better,Single,L0,21,7,2679,337,31,4567,1,13,1,3,1,0,1,0,Yes
2779,Male,Master,Life Sciences,Sales,Sales Executive,L3,High,High,High,Medium,Low,Travel Rarely,Frequently,Good,Single,L0,53,24,10448,1168,66,5843,6,13,15,2,2,2,2,2,Yes
2780,Female,Bachelor,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,High,Low,Travel Rarely,Never,Good,Single,L0,30,18,2632,438,75,23910,1,14,5,4,5,4,0,4,No
2781,Male,College,Technical Degree,Research & Development,Laboratory Technician,L1,High,High,High,Very High,Very High,Travel Rarely,Never,Bad,Married,L1,56,7,2339,310,72,3666,8,11,14,4,10,9,9,8,Yes
2782,Male,College,Life Sciences,Research & Development,Laboratory Technician,L1,High,High,High,High,Very High,Travel Frequently,Never,Good,Single,L0,32,2,3068,1005,79,11864,0,13,8,2,7,7,3,6,No
2783,Female,Master,Other,Research & Development,Healthcare Representative,L2,High,High,High,Very High,High,Travel Rarely,Frequently,Better,Divorced,L0,43,8,4522,1473,74,2227,4,14,8,3,5,2,0,2,No
2784,Female,Bachelor,Life Sciences,Research & Development,Research Scientist,L1,Medium,Medium,Medium,High,Low,Travel Rarely,Never,Best,Single,L0,31,8,1261,202,34,22262,1,12,1,3,1,0,0,0,Yes
2785,Female,Below College,Life Sciences,Research & Development,Manufacturing Director,L2,High,High,High,Low,Medium,Travel Rarely,Frequently,Best,Married,L1,22,3,4171,617,34,10022,0,19,4,3,3,2,0,2,Yes
2786,Male,Doctor,Life Sciences,Research & Development,Research Director,L5,High,High,High,Medium,Very High,Travel Rarely,Never,Better,Married,L1,47,5,18300,1482,42,16375,4,11,21,2,3,2,1,1,No
2787,Male,Bachelor,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,Low,High,Travel Rarely,Never,Best,Single,L0,33,2,2500,134,90,10515,0,14,4,2,3,1,0,2,No
